Car Name,Car Webpage,Car Health,Price,Car Exterior Color,Car Interior Color,Miles,Fuel Type,Fuel Efficiency (mileage),EPA Range,Transmission,Drivetrain,Engine,Location,Listing Status,VIN,Stock Number,Accidents,Owners,Car Title Status,Use Type,Vehicle Last Inspected,Make,Model,Trim,Body Class,Model Year,Seating Capacity
2021 Volvo S60 T5 Momentum FWD,https://www.truecar.com/used-cars-for-sale/listing/7JR102FK1MG093375/2021-volvo-s60/,Used,"$20,586",Denim Blue Metallic,Blond,"43,707 miles",Gas,23 city / 34 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Savannah, GA (2158 miles away)",Listed 72 days ago,7JR102FK1MG093375,B48413B,0,2,Clean Title,Personal,12/11/2024,VOLVO,S60,Momentum,Sedan/Saloon,2021,5
2015 Subaru Legacy 2.5i Premium (PZEV),https://www.truecar.com/used-cars-for-sale/listing/4S3BNAC62F3059865/2015-subaru-legacy/,Used,"$4,499",Crystal Black Silica,Warm Ivory,"152,020 miles",Gas,26 city / 36 highway,,Automatic Transmission,AWD,2.5L Flat-4 Gas Flat,"Garfield, NJ (2454 miles away)",Listed 211 days ago,4S3BNAC62F3059865,059865-65,0,8,Clean Title,Fleet,12/22/2024,SUBARU,Legacy,Premium+All Weather Package,Sedan/Saloon,2015,
2017 Hyundai Accent SE Sedan Automatic,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AE1HU267640/2017-hyundai-accent/,Used,"$5,500",Ironman Silver Metallic,Gray,"150,582 miles",Gas,26 city / 36 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"Knoxville, TN (1949 miles away)",Listed 239 days ago,KMHCT4AE1HU267640,HH267640,0,2,Clean Title,Fleet,2/7/2025,HYUNDAI,Accent,,Sedan/Saloon,2017,5
2016 Jaguar XF S RWD,https://www.truecar.com/used-cars-for-sale/listing/SAJBG4BV5GCY02977/2016-jaguar-xf/,Used,"$15,000",Glacier White Metallic,Jet,"76,051 miles",Gas,20 city / 30 highway,,Automatic Transmission,RWD,3.0L V-6 Gas V,"Macon, GA (1999 miles away)",Listed 1 day ago,SAJBG4BV5GCY02977,PCY02977,0,2,Clean Title,Personal,2/1/2025,JAGUAR,XF,S,Sedan/Saloon,2016,
2022 Honda CR-V Special Edition AWD,https://www.truecar.com/used-cars-for-sale/listing/2HKRW2H7XNH603695/2022-honda-cr-v/,Used,"$16,000",Crystal Black Pearl,Black,"132,187 miles",Gas,27 city / 32 highway,,Automatic Transmission,AWD,1.5L Inline-4 Gas Inline,"Freehold, NJ (2448 miles away)",Listed 48 days ago,2HKRW2H7XNH603695,H603695,0,1,Clean Title,Personal,1/4/2025,HONDA,CR-V,Special Edition,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2022,5
2023 Toyota Camry LE Automatic FWD,https://www.truecar.com/used-cars-for-sale/listing/4T1R11AK0PU816490/2023-toyota-camry/,Used,"$19,847",Ice Cap,Black,"60,052 miles",Gas,28 city / 39 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Macon, GA (1997 miles away)",Listed 20 days ago,4T1R11AK0PU816490,PU816490,0,1,Clean Title,Fleet,2/17/2025,TOYOTA,Camry,LE,Sedan/Saloon,2023,5
2016 Land Rover LR4 HSE,https://www.truecar.com/used-cars-for-sale/listing/SALAG2V61GA780080/2016-land-rover-lr4/,Used,"$15,995",White,Tan,"96,879 miles",Gas,15 city / 19 highway,,Automatic Transmission,4WD,3.0L V-6 Gas V,"Fort Worth, TX (1228 miles away)",Listed 1 day ago,SALAG2V61GA780080,780080,0,1,Clean Title,Personal,2/20/2025,LAND ROVER,LR4,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2016,7
2021 Subaru Forester 2.5i Limited,https://www.truecar.com/used-cars-for-sale/listing/JF2SKAUC7MH576271/2021-subaru-forester/,Used,"$27,444",Crystal Black Silica,Gray,"32,512 miles",Gas,26 city / 33 highway,,Automatic Transmission,AWD,2.5L Flat-4 Gas Flat,"Columbus, GA (1931 miles away)",Listed 19 days ago,JF2SKAUC7MH576271,MH576271,0,1,Clean Title,Personal,2/2/2025,SUBARU,Forester,Limited,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2021,5
2022 Lexus RX 350 FWD,https://www.truecar.com/used-cars-for-sale/listing/2T2AZMAA2NC229572/2022-lexus-rx/,Certified Pre-Owned,"$41,998",Nebula Gray Pearl,Black,"24,501 miles",Gas,20 city / 27 highway,,Automatic Transmission,FWD,3.5L V-6 Gas V,"Roswell, GA (1947 miles away)",Listed 29 days ago,2T2AZMAA2NC229572,NLRP222208,0,1,Clean Title,Personal,1/23/2025,LEXUS,RX,Base,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2022,5
2020 Nissan Rogue Sport S FWD,https://www.truecar.com/used-cars-for-sale/listing/JN1BJ1CV3LW262067/2020-nissan-rogue-sport/,Used,"$10,300",Monarch Orange Metallic,Charcoal,"123,108 miles",Gas,25 city / 32 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Duluth, GA (1957 miles away)",Listed 42 days ago,JN1BJ1CV3LW262067,O262067,0,1,Clean Title,Fleet,1/10/2025,NISSAN,Rogue Sport,,Hatchback/Liftback/Notchback,2020,
2020 Chevrolet Silverado 1500 LT Trail Boss Crew Cab Short Bed 4WD,https://www.truecar.com/used-cars-for-sale/listing/3GCPYFED2LG193824/2020-chevrolet-silverado-1500/,Used,"$34,888",Silver Ice Metallic,Jet Black,"71,649 miles",Gas,16 city / 21 highway,,Automatic Transmission,4WD,5.3L V-8 Gas V,"Claxton, GA (2110 miles away)",Listed 156 days ago,3GCPYFED2LG193824,C2953A,0,1,Clean Title,Personal,2/15/2025,CHEVROLET,Silverado,Trail Boss - LT,Pickup,2020,6
2024 Chevrolet Silverado 1500 ZR2 Crew Cab Short Bed 4WD,https://www.truecar.com/used-cars-for-sale/listing/3GCUDHEL8RG284266/2024-chevrolet-silverado-1500/,Used,"$58,986",Sterling Gray Metallic,Jet Black/Graystone,"4,236 miles",Gas,20 city / 22 highway,,Automatic Transmission,4WD,6.2L Inline-8 Gas Inline,"Pooler, GA (2149 miles away)",Listed 110 days ago,3GCUDHEL8RG284266,RG284266,0,1,Clean Title,Personal,1/17/2025,CHEVROLET,Silverado,ZR2,Pickup,2024,
2024 Toyota Corolla LE CVT,https://www.truecar.com/used-cars-for-sale/listing/5YFB4MDE3RP200111/2024-toyota-corolla/,Used,"$22,400",Celestite,Black,"10,000 miles",Gas,32 city / 41 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Beaufort, SC (2172 miles away)",Listed 20 days ago,5YFB4MDE3RP200111,BN8924A,0,1,Clean Title,Personal,2/1/2025,TOYOTA,Corolla,"L, LE, LE w/LE Conveneince Tech pkg, LE - US Source",Sedan/Saloon,2024,5
2008 BMW 335xi Coupe AWD,https://www.truecar.com/used-cars-for-sale/listing/WBAWC73548E066368/2008-bmw-3-series/,Used,"$8,995",Space Gray Metallic,Black,"90,747 miles",Gas,19 city / 29 highway,,Automatic Transmission,AWD,3.0L Inline-6 Gas Inline,"Liburn, GA (1962 miles away)",Listed 100 days ago,WBAWC73548E066368,B066368,0,5,Clean Title,Fleet,1/27/2025,BMW,335xi,,Coupe,2008,
"2024 Ram 1500 Classic Warlock Crew Cab 5'7"" Box 4WD",https://www.truecar.com/used-cars-for-sale/listing/1C6RR7LG6RS125155/2024-ram-1500-classic/,Used,"$36,805",Hydro Blue Pearlcoat,Black,"21,554 miles",Gas,16 city / 23 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Savannah, GA (2158 miles away)",Listed 27 days ago,1C6RR7LG6RS125155,RS125155,0,1,Clean Title,Rental,1/25/2025,RAM,1500,SLT / Warlock,Pickup,2024,
2024 Toyota Camry Hybrid SE CVT FWD,https://www.truecar.com/used-cars-for-sale/listing/4T1S31AK1RU625580/2024-toyota-camry/,Used,"$28,746",Ice Cap,Unknown,"30,836 miles",Hybrid,44 city / 47 highway,,Automatic Transmission,FWD,2.5L Inline-4 Hybrid Inline,"Savannah, GA (2157 miles away)",Listed 7 days ago,4T1S31AK1RU625580,17222P,0,1,Clean Title,Personal,2/14/2025,TOYOTA,Camry,SE,Sedan/Saloon,2024,5
2022 Genesis GV70 3.5T Sport,https://www.truecar.com/used-cars-for-sale/listing/KMUMCDTC1NU041564/2022-genesis-gv70/,Used,"$38,500",Alta White,Black,"8,942 miles",Gas,19 city / 25 highway,,Automatic Transmission,AWD,3.5L V-6 Gas V,"Marietta, GA (1935 miles away)",Listed 4 days ago,KMUMCDTC1NU041564,041546,0,0,Clean Title,Personal,2/17/2025,GENESIS,GV70,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2022,5
2018 Toyota Highlander Limited V6 FWD,https://www.truecar.com/used-cars-for-sale/listing/5TDYZRFH2JS270100/2018-toyota-highlander/,Used,"$28,900",Shoreline Blue Pearl,Ash,"25,519 miles",Gas,21 city / 27 highway,,Automatic Transmission,FWD,3.5L V-6 Gas V,"Perry, GA (2001 miles away)",Listed 8 days ago,5TDYZRFH2JS270100,JS270100,0,1,Clean Title,Personal,2/13/2025,TOYOTA,Highlander,Ltd/Ltd Platinum,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2018,7
2021 Dodge Challenger SXT RWD,https://www.truecar.com/used-cars-for-sale/listing/2C3CDZAG3MH538523/2021-dodge-challenger/,Used,"$17,995",Sinamon Stick,Black,"62,457 miles",Gas,19 city / 30 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"Jonesboro, GA (1952 miles away)",Listed 18 days ago,2C3CDZAG3MH538523,6866,0,2,Clean Title,Mixed,2/10/2025,DODGE,Challenger,LA,Sedan/Saloon,2021,5
2020 Kia Sorento LX V6 FWD,https://www.truecar.com/used-cars-for-sale/listing/5XYPG4A57LG614764/2020-kia-sorento/,Used,"$19,998",Snow White Pearl,Black,"43,448 miles",Gas,19 city / 26 highway,,Automatic Transmission,FWD,3.3L V-6 Gas V,"Kennesaw, GA (9 miles away)",Listed 18 days ago,5XYPG4A57LG614764,26608842,0,2,Clean Title,Rental,1/27/2025,KIA,Sorento,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2020,7
2015 Honda Civic LX Sedan CVT,https://www.truecar.com/used-cars-for-sale/listing/19XFB2F56FE076793/2015-honda-civic/,Used,"$9,480",Alabaster Silver Metallic,Black,"128,874 miles",Gas,30 city / 39 highway,,Automatic Transmission,FWD,1.8L Inline-4 Gas Inline,"Alpharetta, GA (1950 miles away)",Listed 167 days ago,19XFB2F56FE076793,7076793,0,3,Clean Title,Fleet,2/4/2025,HONDA,Civic,LX,Sedan/Saloon,2015,
2022 Hyundai Tucson SEL FWD,https://www.truecar.com/used-cars-for-sale/listing/5NMJF3AE7NH098269/2022-hyundai-tucson/,Used,"$22,998",Quartz White,Gray,"24,374 miles",Gas,26 city / 33 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Hardeeville, SC (2161 miles away)",Listed 5 days ago,5NMJF3AE7NH098269,NH098269,0,1,Clean Title,Personal,2/16/2025,HYUNDAI,Tucson,SEL Convenience Pkg,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2022,5
2013 Chevrolet Volt Hatch,https://www.truecar.com/used-cars-for-sale/listing/1G1RG6E4XDU112989/2013-chevrolet-volt/,Used,"$7,298",Blue Topaz Metallic,Jet Black Seats/Ceramic White Accents,"95,581 miles",Plug-In Hybrid,101 city / 93 highway,,Automatic Transmission,FWD,1.4L Inline-4 Plug-In Hybrid Inline,"Redwood City, CA (319 miles away)",Listed 46 days ago,1G1RG6E4XDU112989,U112989T,0,1,Clean Title,Personal,1/6/2025,CHEVROLET,Volt,Standard,Hatchback/Liftback/Notchback,2013,
2018 Honda Civic Si Coupe Manual,https://www.truecar.com/used-cars-for-sale/listing/2HGFC3A57JH752502/2018-honda-civic/,Used,"$15,999",White,No Color,"82,968 miles",Gas,28 city / 38 highway,,Manual Transmission,FWD,1.5L Inline-4 Gas Inline,"Modesto, CA (286 miles away)",Listed 22 days ago,2HGFC3A57JH752502,6374,0,1,Clean Title,Fleet,1/30/2025,HONDA,Civic,Si/Si HPT,Coupe,2018,
2017 Nissan Sentra SV CVT,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP4HY368656/2017-nissan-sentra/,Used,"$7,995",Brilliant Silver,Charcoal,"80,272 miles",Gas,29 city / 37 highway,,Automatic Transmission,FWD,1.8L Inline-4 Gas Inline,"Marietta, GA (1937 miles away)",Listed 3 days ago,3N1AB7AP4HY368656,368656,0,2,Clean Title,Personal,2/18/2025,NISSAN,Sentra,,Sedan/Saloon,2017,5
2020 Toyota RAV4 XLE FWD,https://www.truecar.com/used-cars-for-sale/listing/2T3W1RFV0LC051725/2020-toyota-rav4/,Used,"$26,998",Super White,Light Gray,"15,196 miles",Gas,28 city / 35 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Lithia Springs, GA (9 miles away)",Listed 6 days ago,2T3W1RFV0LC051725,26940780,0,1,Clean Title,Fleet,2/14/2025,TOYOTA,RAV4,XLE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2020,5
2022 Ford Escape SE AWD,https://www.truecar.com/used-cars-for-sale/listing/1FMCU9G69NUB98413/2022-ford-escape/,Used,"$18,000",Atlas Blue Metallic,Dark Earth Gray,"52,231 miles",Gas,26 city / 31 highway,,Automatic Transmission,AWD,1.5L Inline-3 Gas Inline,"Blufton, SC (2165 miles away)",Listed 30 days ago,1FMCU9G69NUB98413,NUB98413,1 Accident,1,Clean Title,Rental,1/22/2025,FORD,Escape,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2022,5
2023 GMC Sierra 1500 Elevation with 3SB Crew Cab Short Bed 4WD,https://www.truecar.com/used-cars-for-sale/listing/1GTPUCEK8PZ211404/2023-gmc-sierra-1500/,Used,"$44,998",Dynamic Blue Metallic,Jet Black,"20,112 miles",Gas,18 city / 20 highway,,Automatic Transmission,4WD,2.7L Inline-4 Gas Inline,"Charleston, SC (9 miles away)",Listed 10 days ago,1GTPUCEK8PZ211404,26618352,0,1,Clean Title,Personal,2/15/2025,GMC,Sierra,Elevation,Pickup,2023,
2021 Jeep Wrangler Unlimited Sport S,https://www.truecar.com/used-cars-for-sale/listing/1C4HJXDN4MW659359/2021-jeep-wrangler/,Used,"$20,994",Bright White Clearcoat,Black,"63,116 miles",Gas,17 city / 23 highway,,Automatic Transmission,4WD,2.0L V-4 Gas V,"Tampa, FL (2162 miles away)",Listed 31 days ago,1C4HJXDN4MW659359,881A,0,1,Clean Title,Personal,1/21/2025,JEEP,Wrangler,Unlimited Sport,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2021,
2021 Jeep Wrangler Unlimited Rubicon 4xe,https://www.truecar.com/used-cars-for-sale/listing/1C4JJXR64MW739022/2021-jeep-wrangler/,Used,"$34,397",Granite Crystal Metallic Clearcoat,Black,"35,763 miles",Plug-In Hybrid,,,Automatic Transmission,4WD,2.0L Inline-4 Plug-In Hybrid Inline,"Milledgeville, GA (2020 miles away)",Listed 3 days ago,1C4JJXR64MW739022,739022,0,1,Clean Title,Personal,2/18/2025,JEEP,Wrangler,Unlimited Rubicon 4XE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2021,
2020 Kia Forte LXS IVT,https://www.truecar.com/used-cars-for-sale/listing/3KPF24AD7LE217411/2020-kia-forte/,Used,"$12,995",Silky Silver,Black,"86,471 miles",Gas,29 city / 40 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Savannah, GA (2151 miles away)",Listed 6 days ago,3KPF24AD7LE217411,14637,1 Accident,2,Clean Title,Fleet,2/15/2025,KIA,Forte,,Sedan/Saloon,2020,5
2021 Jeep Wrangler Unlimited Sahara High Altitude,https://www.truecar.com/used-cars-for-sale/listing/1C4HJXEG0MW517252/2021-jeep-wrangler/,Used,"$23,888",Black Clearcoat,Black,"67,584 miles",Gas,21 city / 24 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Orlando, FL (2220 miles away)",Listed 92 days ago,1C4HJXEG0MW517252,A0361,0,1,Clean Title,Rental,2/4/2025,JEEP,Wrangler,Unlimited Sahara,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2021,
2024 Kia Forte LXS IVT,https://www.truecar.com/used-cars-for-sale/listing/3KPF24AD7RE757267/2024-kia-forte/,Certified Pre-Owned,"$18,744",Steel Gray,Black,"15,539 miles",Gas,28 city / 39 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Albany, GA (1988 miles away)",Listed 9 days ago,3KPF24AD7RE757267,RE757267L,0,1,Clean Title,Personal,12/28/2024,KIA,Forte,"LX, LXS",Sedan/Saloon,2024,
2022 Ford Maverick XL SuperCrew FWD,https://www.truecar.com/used-cars-for-sale/listing/3FTTW8E30NRA85961/2022-ford-maverick/,Used,"$19,778",Velocity Blue Metallic,Black Onyx/Dark Slate,"81,240 miles",Hybrid,23 city / 30 highway,,Automatic Transmission,FWD,2.5L Inline-4 Hybrid Inline,"Savannah, GA (2158 miles away)",Listed 23 days ago,3FTTW8E30NRA85961,NRA85961,0,1,Clean Title,Personal,1/29/2025,FORD,Maverick,,Pickup,2022,
2022 Ford Edge SEL,https://www.truecar.com/used-cars-for-sale/listing/2FMPK4J95NBA92818/2022-ford-edge/,Used,"$22,998",Stone Blue Metallic,Black,"38,726 miles",Gas,21 city / 28 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Hoover, AL (9 miles away)",Listed 10 days ago,2FMPK4J95NBA92818,26792516,0,1,Clean Title,Rental,2/16/2025,FORD,Edge,SEL,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2022,5
2017 BMW X5 sDrive35i RWD,https://www.truecar.com/used-cars-for-sale/listing/5UXKR2C30H0X05262/2017-bmw-x5/,Used,"$17,777",Glacier Silver Metallic,Unknown,"83,634 miles",Gas,18 city / 25 highway,,Automatic Transmission,RWD,3.0L Inline-6 Gas Inline,"Columbus, GA (1932 miles away)",Listed 18 days ago,5UXKR2C30H0X05262,16642D,1 Accident,4,Clean Title,Personal,1/30/2025,BMW,X5,sDrive35i,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2017,
2022 Hyundai Tucson SEL AWD,https://www.truecar.com/used-cars-for-sale/listing/KM8JBCAE2NU075353/2022-hyundai-tucson/,Used,"$22,998",Portofino Gray,Black,"28,017 miles",Gas,24 city / 29 highway,,Automatic Transmission,AWD,2.5L Inline-4 Gas Inline,"Augusta, GA (9 miles away)",Listed 36 days ago,KM8JBCAE2NU075353,26697583,0,1,Clean Title,Fleet,2/4/2025,HYUNDAI,Tucson,SEL,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2022,5
2023 Ford Explorer XLT 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FMSK8DH5PGB28586/2023-ford-explorer/,Used,"$28,900",Iconic Silver Metallic,Ebony,"44,180 miles",Gas,20 city / 27 highway,,Automatic Transmission,4WD,2.3L Inline-4 Gas Inline,"Jackson, GA (1970 miles away)",Listed 34 days ago,1FMSK8DH5PGB28586,LP0861,0,1,Clean Title,Rental,1/18/2025,FORD,Explorer,XLT,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2023,6
2023 Ford F-150 XLT SuperCrew 5.5' Box 2WD,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1C86PFA33815/2023-ford-f-150/,Used,"$34,569",Oxford White,Black W/Medium Dark Slate,"42,827 miles",Gas,20 city / 24 highway,,Automatic Transmission,RWD,3.5L V-6 Gas V,"Warner Robins, GA (2002 miles away)",Listed 42 days ago,1FTEW1C86PFA33815,PFA33815M,0,1,Clean Title,Rental,1/10/2025,FORD,F-150,SuperCrew,Pickup,2023,
2019 Nissan Murano Platinum FWD,https://www.truecar.com/used-cars-for-sale/listing/5N1AZ2MJ0KN157294/2019-nissan-murano/,Used,"$14,990",Magnetic Black Pearl,Graphite,"87,564 miles",Gas,20 city / 28 highway,,Automatic Transmission,FWD,3.5L V-6 Gas V,"Duluth, GA (1959 miles away)",Listed 59 days ago,5N1AZ2MJ0KN157294,G250578A,0,2,Clean Title,Personal,12/24/2024,NISSAN,Murano,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2019,
2018 Subaru Crosstrek 2.0i Premium CVT,https://www.truecar.com/used-cars-for-sale/listing/JF2GTABC6JH251595/2018-subaru-crosstrek/,Used,"$7,996",Dark Gray Metallic,Black,"201,455 miles",Gas,27 city / 33 highway,,Automatic Transmission,AWD,2.0L Flat-4 Gas Flat,"Greenville, SC (2049 miles away)",Listed 65 days ago,JF2GTABC6JH251595,24U1820A,0,1,Clean Title,Personal,12/18/2024,SUBARU,Crosstrek,Premium,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2018,5
2024 BMW X3 sDrive30i RWD South Africa,https://www.truecar.com/used-cars-for-sale/listing/WBX47DP0XRN296139/2024-bmw-x3/,Used,"$52,960",Jet Black,Canberra Beige,6 miles,Gas,23 city / 29 highway,,Automatic Transmission,RWD,2.0L Inline-4 Gas Inline,"Columbus, GA (1932 miles away)",Listed 18 days ago,WBX47DP0XRN296139,16420,0,0,Clean Title,Personal,12/23/2024,BMW,X3,sDrive30i SA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2024,
2021 Toyota Camry Hybrid LE CVT,https://www.truecar.com/used-cars-for-sale/listing/4T1C31AK9MU564895/2021-toyota-camry/,Used,"$14,999",Celestial Silver Metallic,Gray,"140,211 miles",Hybrid,51 city / 53 highway,,Automatic Transmission,FWD,2.5L Inline-4 Hybrid Inline,"Smyrna, GA (1937 miles away)",Listed 106 days ago,4T1C31AK9MU564895,564895,0,1,Clean Title,Fleet,1/21/2025,TOYOTA,Camry,LE,Sedan/Saloon,2021,5
2021 Nissan NV200 Compact Cargo SV,https://www.truecar.com/used-cars-for-sale/listing/3N6CM0KN3MK703646/2021-nissan-nv200-compact-cargo/,Used,"$10,999",Fresh Powder,Grey,"160,617 miles",Gas,24 city / 26 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Smyrna, GA (1937 miles away)",Listed 134 days ago,3N6CM0KN3MK703646,703646,0,1,Clean Title,Fleet,12/24/2024,NISSAN,NV200,,Cargo Van,2021,2
2000 Toyota MR2 Spyder Manual,https://www.truecar.com/used-cars-for-sale/listing/JTDFR3204Y0016003/2000-toyota-mr2-spyder/,Used,"$9,000",Liquid Silver Metallic,Black,"76,004 miles",Gas,25 city / 30 highway,,Manual Transmission,RWD,1.8L Inline-4 Gas Inline,"Norcross, GA (1956 miles away)",Listed 79 days ago,JTDFR3204Y0016003,Y0016003-47,0,6,Clean Title,Fleet,1/7/2025,TOYOTA,MR2,Spyder,Convertible/Cabriolet,2000,
2023 Jeep Wrangler Unlimited Sport S,https://www.truecar.com/used-cars-for-sale/listing/1C4HJXDN8PW698072/2023-jeep-wrangler/,Used,"$33,333",Granite Crystal Metallic Clearcoat,Black,"27,439 miles",Gas,17 city / 23 highway,,Automatic Transmission,4WD,2.0L V-4 Gas V,"Columbus, GA (1932 miles away)",Listed 18 days ago,1C4HJXDN8PW698072,A10802P,0,1,Clean Title,Rental,12/13/2024,JEEP,Wrangler,Sport,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2023,
2021 Mercedes-Benz GLC 300 SUV 4MATIC,https://www.truecar.com/used-cars-for-sale/listing/W1N0G8EB0MF981107/2021-mercedes-benz-glc/,Used,"$28,588",Polar White,Silk Beige/Black,"38,625 miles",Gas,21 city / 28 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Roswell, GA (1947 miles away)",Listed 174 days ago,W1N0G8EB0MF981107,R1960,0,1,Clean Title,Personal,1/28/2025,MERCEDES-BENZ,GLC-Class,GLC300-4M,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2021,5
2019 Audi Q7 SE Premium Plus 2.0,https://www.truecar.com/used-cars-for-sale/listing/WA1LHAF79KD045315/2019-audi-q7/,Used,"$22,999",Night Black,Black,"57,976 miles",Gas,19 city / 25 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"LaGrange, GA (1921 miles away)",Listed 10 days ago,WA1LHAF79KD045315,045315,0,2,Clean Title,Fleet,2/11/2025,AUDI,Q7,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2019,7
2025 Toyota Camry LE FWD,https://www.truecar.com/used-cars-for-sale/listing/4T1DAACKXSU511854/2025-toyota-camry/,Used,"$27,816",Ice Cap,Black,"19,063 miles",Hybrid,53 city / 50 highway,,Automatic Transmission,FWD,2.5L Inline-4 Hybrid Inline,"Macon, GA (1997 miles away)",Listed 41 days ago,4T1DAACKXSU511854,W4351A,0,1,Clean Title,Personal,1/11/2025,TOYOTA,Camry,,Sedan/Saloon,2025,
2017 Hyundai Ioniq Hybrid Limited,https://www.truecar.com/used-cars-for-sale/listing/KMHC05LCXHU028761/2017-hyundai-ioniq/,Used,"$9,995",Ceramic White,Charcoal Black,"122,404 miles",Hybrid,55 city / 54 highway,,Automatic Transmission,FWD,1.6L Inline-4 Hybrid Inline,"Savannah, GA (2151 miles away)",Listed 13 days ago,KMHC05LCXHU028761,14607,0,1,Clean Title,Personal,1/26/2025,HYUNDAI,Ioniq,,Hatchback/Liftback/Notchback,2017,
2017 Ford Expedition XLT RWD,https://www.truecar.com/used-cars-for-sale/listing/1FMJU1HT0HEA07585/2017-ford-expedition/,Used,"$9,000",Magnetic,Ebony,"172,074 miles",Gas,15 city / 21 highway,,Automatic Transmission,RWD,3.5L V-6 Gas V,"Macon, GA (1999 miles away)",Listed 26 days ago,1FMJU1HT0HEA07585,TEA07585,0,3,Clean Title,Mixed,1/26/2025,FORD,Expedition,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2017,8
2016 Land Rover Range Rover Sport V8,https://www.truecar.com/used-cars-for-sale/listing/SALWR2EF6GA576343/2016-land-rover-range-rover-sport/,Used,"$17,900",Black,Black,"91,258 miles",Gas,14 city / 19 highway,,Automatic Transmission,4WD,5.0L V-8 Gas V,"Fishers, IN (1828 miles away)",Listed 15 days ago,SALWR2EF6GA576343,3136,0,3,Clean Title,Personal,2/6/2025,LAND ROVER,Range Rover Sport,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2016,
2020 Jeep Grand Cherokee Laredo 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4RJFAG2LC193676/2020-jeep-grand-cherokee/,Used,"$16,397",Diamond Black Crystal Pearlcoat,Black,"104,909 miles",Gas,18 city / 25 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Leesburg, GA (1987 miles away)",Listed 55 days ago,1C4RJFAG2LC193676,P24486,0,2,Clean Title,Fleet,12/28/2024,JEEP,Grand Cherokee,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2020,
2023 Kia Sportage EX FWD,https://www.truecar.com/used-cars-for-sale/listing/5XYK33AF2PG123999/2023-kia-sportage/,Used,"$24,998",Glacial White Pearl,Black,"31,058 miles",Gas,25 city / 32 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Jacksonville, FL (9 miles away)",Listed 2 days ago,5XYK33AF2PG123999,26577025,0,1,Clean Title,Personal,2/19/2025,KIA,Sportage,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2023,5
