Car Name,Car Webpage,Car Health,Price,Exterior,Interior,Miles,Fuel Type,Fuel Efficiency (mileage),EPA Range,Transmission,Drivetrain,Engine,Location,Listing Status,VIN,Stock Number,Accidents,Owners,Car Title Status,Use Type,Vehicle Last Inspected
2022 Toyota Corolla LE CVT,https://www.truecar.com/used-cars-for-sale/listing/5YFEPMAE9NP325620/2022-toyota-corolla/,Used,"$15,994",Black Sand Pearl,Light Gray,"39,350 miles",Gas,30 city / 38 highway,,Automatic Transmission,FWD,1.8L Inline-4 Gas Inline,"Miami Lakes, FL",Listed 12 days ago,5YFEPMAE9NP325620,K5Z709653A,0,1,Clean Title,Personal,2/6/2025
2021 Nissan Kicks SR,https://www.truecar.com/used-cars-for-sale/listing/3N1CP5DVXML522805/2021-nissan-kicks/,Used,"$11,999",Boulder Gray Pearl/Super Black,Charcoal,"40,658 miles",Gas,31 city / 36 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"Miami, FL",Listed 13 days ago,3N1CP5DVXML522805,5228005,0,2,Clean Title,Fleet,2/5/2025
2016 Kia Soul Base Automatic,https://www.truecar.com/used-cars-for-sale/listing/KNDJN2A25G7382979/2016-kia-soul/,Used,"$10,598",Titanium Gray,Gray 2-Tone,"11,773 miles",Gas,24 city / 30 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"Miami Lakes, FL",Listed 45 days ago,KNDJN2A25G7382979,K5U255749A,0,1,Clean Title,Personal,1/4/2025
2020 Chevrolet Malibu LS with 1LS,https://www.truecar.com/used-cars-for-sale/listing/1G1ZB5ST8LF026829/2020-chevrolet-malibu/,Used,"$11,175",Mosaic Black Metallic,Jet Black,"64,991 miles",Gas,29 city / 36 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Miami Lakes, FL",Listed 92 days ago,1G1ZB5ST8LF026829,K5P291248A,0,1,Clean Title,Personal,2/1/2025
2021 Mitsubishi Mirage ES Hatchback CVT,https://www.truecar.com/used-cars-for-sale/listing/ML32AUHJ7MH010898/2021-mitsubishi-mirage/,Used,"$7,897",Silver,Black,"62,043 miles",Gas,36 city / 43 highway,,Automatic Transmission,FWD,1.2L Inline-3 Gas Inline,"Miami Lakes, FL",Listed 118 days ago,ML32AUHJ7MH010898,MR4431,0,1,Clean Title,Rental,1/6/2025
2024 Kia EV6 Light Long Range RWD,https://www.truecar.com/used-cars-for-sale/listing/KNDC34LA3R5172068/2024-kia-ev6/,Used,"$22,977",Aurora Black Pearl,Black,"25,684 miles",Electric,,310 mi,Automatic Transmission,RWD,L - Electric,"Miami Lakes, FL",Listed 29 days ago,KNDC34LA3R5172068,K4V222675A,0,1,Clean Title,Personal,1/20/2025
2020 Mercedes-Benz GLC 300 SUV RWD,https://www.truecar.com/used-cars-for-sale/listing/W1N0G8DB4LF785543/2020-mercedes-benz-glc/,Used,"$19,599",Mojave Silver Metallic,Black,"48,312 miles",Gas,22 city / 29 highway,,Automatic Transmission,RWD,2.0L Inline-4 Gas Inline,"Miami Lakes, FL",Listed 50 days ago,W1N0G8DB4LF785543,K5S291505A,0,1,Clean Title,Personal,12/30/2024
2019 Kia Sorento SX Limited V6 AWD,https://www.truecar.com/used-cars-for-sale/listing/5XYPKDA56KG513955/2019-kia-sorento/,Used,"$17,732",Snow White Pearl,Satin Black,"75,385 miles",Gas,19 city / 24 highway,,Automatic Transmission,AWD,3.3L V-6 Gas V,"Miami Lakes, FL",Listed 63 days ago,5XYPKDA56KG513955,K5S234191A,0,1,Clean Title,Personal,12/17/2024
2024 Kia Forte LXS IVT,https://www.truecar.com/used-cars-for-sale/listing/3KPF24AD2RE720823/2024-kia-forte/,Used,"$14,995",Gravity Gray,Black,"14,968 miles",Gas,28 city / 39 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"West Park, FL",Listed 34 days ago,3KPF24AD2RE720823,656,0,1,Clean Title,Fleet,1/9/2025
2023 Chevrolet Malibu LT,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5STXPF160158/2023-chevrolet-malibu/,Used,"$14,999",Summit White,Jet Black,"53,825 miles",Gas,27 city / 35 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Miami Lakes, FL",Listed 35 days ago,1G1ZD5STXPF160158,CR5860,0,1,Clean Title,Rental,1/14/2025
2022 Chrysler Pacifica Hybrid Touring L FWD,https://www.truecar.com/used-cars-for-sale/listing/2C4RC1L73NR137072/2022-chrysler-pacifica/,Used,"$15,250",Fathom Blue Pearlcoat,Black/Alloy/Black,"82,001 miles",Plug-In Hybrid,,,Automatic Transmission,FWD,3.6L V-6 Plug-In Hybrid V,"Miami Lakes, FL",Listed 33 days ago,2C4RC1L73NR137072,MR4630,0,1,Clean Title,Rental,1/16/2025
2023 Jeep Compass Limited,https://www.truecar.com/used-cars-for-sale/listing/3C4NJDCN1PT566151/2023-jeep-compass/,Used,"$17,848",Billet Silver Metallic Clearcoat,Steel Gray,"40,703 miles",Gas,22 city / 30 highway,,Automatic Transmission,4WD,2.0L Inline-4 Gas Inline,"Miami Lakes, FL",Listed 34 days ago,3C4NJDCN1PT566151,KR4871,0,1,Clean Title,Rental,1/15/2025
2023 Jeep Compass Limited,https://www.truecar.com/used-cars-for-sale/listing/3C4NJDCN8PT523393/2023-jeep-compass/,Used,"$17,849",Bright White Clearcoat,Black,"35,892 miles",Gas,22 city / 30 highway,,Automatic Transmission,4WD,2.0L Inline-4 Gas Inline,"Miami Lakes, FL",Listed 33 days ago,3C4NJDCN8PT523393,KR4833,0,1,Clean Title,Rental,1/16/2025
2023 Jeep Wrangler Unlimited Sport S,https://www.truecar.com/used-cars-for-sale/listing/1C4HJXDN9PW701948/2023-jeep-wrangler/,Used,"$25,000",Sting-Gray Clearcoat,Black,"37,940 miles",Gas,17 city / 23 highway,,Automatic Transmission,4WD,2.0L V-4 Gas V,"Miami Lakes, FL",Listed 33 days ago,1C4HJXDN9PW701948,KR4864,0,1,Clean Title,Personal,1/16/2025
2019 Kia Sorento LX V6 AWD,https://www.truecar.com/used-cars-for-sale/listing/5XYPGDA52KG522153/2019-kia-sorento/,Used,"$18,995",Platinum Graphite,Satin Black,"57,758 miles",Gas,19 city / 24 highway,,Automatic Transmission,AWD,3.3L V-6 Gas V,"Tallahassee, FL",Listed 19 days ago,5XYPGDA52KG522153,1120241725,0,2,Clean Title,Mixed,1/30/2025
2023 INFINITI QX55 ESSENTIAL,https://www.truecar.com/used-cars-for-sale/listing/3PCAJ5KR8PF100854/2023-infiniti-qx55/,Used,"$35,602",Majestic White,Stone,"32,957 miles",Gas,22 city / 28 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Tallahassee, FL",Listed 49 days ago,3PCAJ5KR8PF100854,F335443A,0,1,Clean Title,Personal,12/31/2024
2019 Toyota Tacoma TRD Off Road Double Cab 5' Bed V6 4WD Manual,https://www.truecar.com/used-cars-for-sale/listing/3TMCZ5AN4KM209686/2019-toyota-tacoma/,Used,"$28,790",Magnetic Gray Metallic,Black/Orange W/Fabric Seat Trim (Fd),"96,368 miles",Gas,17 city / 20 highway,,Manual Transmission,4WD,3.5L V-6 Gas V,"Tallahassee, FL",Listed 108 days ago,3TMCZ5AN4KM209686,T111696B,0,1,Clean Title,Personal,1/16/2025
2023 Toyota 4Runner Limited RWD,https://www.truecar.com/used-cars-for-sale/listing/JTEDU5JR8P5279223/2023-toyota-4runner/,Used,"$41,985",Midnight Black Metallic,Black/Graphite,"35,823 miles",Gas,16 city / 19 highway,,Automatic Transmission,RWD,4.0L V-6 Gas V,"Tallahassee, FL",Listed 56 days ago,JTEDU5JR8P5279223,A87836A,0,2,Clean Title,Personal,12/24/2024
2021 Hyundai Sonata Limited,https://www.truecar.com/used-cars-for-sale/listing/5NPEH4J24MH078988/2021-hyundai-sonata/,Used,"$21,950",Phantom Black,Dark Gray/Camel,"28,720 miles",Gas,27 city / 37 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"Tallahassee, FL",Listed 101 days ago,5NPEH4J24MH078988,T107675A,0,1,Clean Title,Personal,1/23/2025
2022 Chevrolet Malibu LT,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5ST4NF150416/2022-chevrolet-malibu/,Used,"$18,295",Mineral Gray Metallic,Jet Black,"64,493 miles",Gas,29 city / 36 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Tallahassee, FL",Listed 68 days ago,1G1ZD5ST4NF150416,1120240162,0,1,Clean Title,Personal,12/12/2024
2015 Nissan Murano SL FWD,https://www.truecar.com/used-cars-for-sale/listing/5N1AZ2MG7FN233085/2015-nissan-murano/,Used,"$13,490",Java Metallic,Beige,"100,182 miles",Gas,21 city / 28 highway,,Automatic Transmission,FWD,3.5L V-6 Gas V,"Tallahassee, FL",Listed 31 days ago,5N1AZ2MG7FN233085,S124409A,0,1,Clean Title,Personal,1/18/2025
2022 Ford F-150 XLT SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTFW1E54NKD48785/2022-ford-f-150/,Used,"$40,681",Agate Black Metallic,Black,"28,783 miles",Gas,19 city / 22 highway,,Automatic Transmission,4WD,5.0L V-8 Gas V,"Tallahassee, FL",Listed 18 days ago,1FTFW1E54NKD48785,A20713A,0,1,Clean Title,Personal,1/31/2025
2022 Hyundai Santa Fe SEL FWD,https://www.truecar.com/used-cars-for-sale/listing/5NMS24AJ9NH433549/2022-hyundai-santa-fe/,Used,"$19,995",Quartz White,Beige,"72,794 miles",Gas,25 city / 28 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Tallahassee, FL",Listed 17 days ago,5NMS24AJ9NH433549,1120241837,0,2,Clean Title,Fleet,2/1/2025
2018 Chevrolet Traverse LT Leather with 3LT FWD,https://www.truecar.com/used-cars-for-sale/listing/1GNERHKW4JJ168593/2018-chevrolet-traverse/,Used,"$22,395",Summit White,Dark Atmosphere/Medium Ash Gray,"60,364 miles",Gas,18 city / 27 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"Tallahassee, FL",Listed 6 days ago,1GNERHKW4JJ168593,1120241517,0,1,Clean Title,Fleet,2/12/2025
2019 Toyota Highlander LE I4 FWD,https://www.truecar.com/used-cars-for-sale/listing/5TDZARFH2KS042482/2019-toyota-highlander/,Used,"$17,991",Blizzard Pearl,Ash,"127,302 miles",Gas,20 city / 24 highway,,Automatic Transmission,FWD,2.7L Inline-4 Gas Inline,"Tallahassee, FL",Listed 9 days ago,5TDZARFH2KS042482,B79451B,0,4,Clean Title,Fleet,2/9/2025
2021 Jeep Renegade Trailhawk 4WD,https://www.truecar.com/used-cars-for-sale/listing/ZACNJDC10MPN36524/2021-jeep-renegade/,Used,"$18,795",Bikini Metallic Clearcoat,Black,"63,433 miles",Gas,22 city / 27 highway,,Automatic Transmission,4WD,1.3L Inline-4 Gas Inline,"Tallahassee, FL",Listed 101 days ago,ZACNJDC10MPN36524,1060210497,0,1,Clean Title,Mixed,1/23/2025
2023 Ford F-150 XLT SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTFW1E86PKD13923/2023-ford-f-150/,Used,"$36,661",Atlas Blue Metallic,Black,"48,189 miles",Gas,19 city / 22 highway,,Automatic Transmission,4WD,3.5L V-6 Gas V,"Tallahassee, FL",Listed 32 days ago,1FTFW1E86PKD13923,PD13923,0,2,Clean Title,Rental,1/17/2025
2023 Ford F-150 XLT SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTFW1E84PKE14815/2023-ford-f-150/,Used,"$40,991",Agate Black Metallic,Black,"28,166 miles",Gas,19 city / 22 highway,,Automatic Transmission,4WD,3.5L V-6 Gas V,"Tallahassee, FL",Listed 19 days ago,1FTFW1E84PKE14815,PE14815,0,1,Clean Title,Personal,1/30/2025
2018 Jeep Renegade Altitude FWD,https://www.truecar.com/used-cars-for-sale/listing/ZACCJABB1JPH32969/2018-jeep-renegade/,Used,"$13,695",Colorado Red,Black,"90,370 miles",Gas,24 city / 31 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Tallahassee, FL",Listed 7 days ago,ZACCJABB1JPH32969,1060207677,0,1,Clean Title,Personal,1/27/2025
2021 INFINITI QX50 SENSORY FWD,https://www.truecar.com/used-cars-for-sale/listing/3PCAJ5CAXMF107342/2021-infiniti-qx50/,Used,"$27,990",Majestic White,Wheat/Black,"49,654 miles",Gas,23 city / 29 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Tallahassee, FL",Listed 22 days ago,3PCAJ5CAXMF107342,F338804B,0,2,Clean Title,Personal,1/27/2025
2018 Ford Fusion SE FWD,https://www.truecar.com/used-cars-for-sale/listing/3FA6P0HD5JR281734/2018-ford-fusion/,Used,"$14,995",Ingot Silver Metallic,Tan,"69,808 miles",Gas,21 city / 32 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Tallahassee, FL",Listed 67 days ago,3FA6P0HD5JR281734,1120240365,0,2,Clean Title,Fleet,12/13/2024
2018 Nissan Rogue SV FWD,https://www.truecar.com/used-cars-for-sale/listing/KNMAT2MT4JP504152/2018-nissan-rogue/,Used,"$14,795",Gun Metallic,Charcoal,"84,273 miles",Gas,26 city / 33 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Tallahassee, FL",Listed 30 days ago,KNMAT2MT4JP504152,1120240412,0,3,Clean Title,Fleet,1/14/2025
2018 Tesla Model 3 Long Range RWD,https://www.truecar.com/used-cars-for-sale/listing/5YJ3E1EA6JF030838/2018-tesla-model-3/,Used,"$20,393",Deep Blue Metallic,White,"58,409 miles",Electric,,310 mi,Automatic Transmission,RWD,L - Electric,"Tallahassee, FL",Listed 42 days ago,5YJ3E1EA6JF030838,A27066A,0,2,Clean Title,Personal,1/3/2025
2022 Ford F-150 XL SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1EP1NKE40353/2022-ford-f-150/,Used,"$35,541",Race Red,Black,"46,433 miles",Gas,19 city / 22 highway,,Automatic Transmission,4WD,2.7L V-6 Gas V,"Tallahassee, FL",Listed 5 days ago,1FTEW1EP1NKE40353,F39431B,0,1,Clean Title,Personal,2/13/2025
"2022 Ram 2500 Big Horn Crew Cab 6'4"" Box 4WD",https://www.truecar.com/used-cars-for-sale/listing/3C6UR5DJ0NG268242/2022-ram-2500/,Used,"$38,291",Billet Silver Metallic Clearcoat,Black,"49,582 miles",Gas,,,Automatic Transmission,4WD,6.4L V-8 Gas V,"Tallahassee, FL",Listed 2 days ago,3C6UR5DJ0NG268242,F75275A,0,1,Clean Title,Personal,2/16/2025
2015 Jeep Wrangler Unlimited Sahara,https://www.truecar.com/used-cars-for-sale/listing/1C4HJWEGXFL567428/2015-jeep-wrangler/,Used,"$22,251",Bright White Clearcoat,Black,"40,965 miles",Gas,16 city / 21 highway,,Manual Transmission,4WD,3.6L V-6 Gas V,"Tallahassee, FL",Listed 13 days ago,1C4HJWEGXFL567428,P567428,0,2,Clean Title,Personal,2/10/2025
2019 Jeep Cherokee Latitude Plus 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4PJMLN9KD387055/2019-jeep-cherokee/,Used,"$16,495",Bright White Clearcoat,Black,"85,907 miles",Gas,21 city / 29 highway,,Automatic Transmission,4WD,2.0L Inline-4 Gas Inline,"Tallahassee, FL",Listed 61 days ago,1C4PJMLN9KD387055,1120240494,0,3,Clean Title,Fleet,12/19/2024
2022 Nissan Altima 2.5 S FWD,https://www.truecar.com/used-cars-for-sale/listing/1N4BL4BV1NN368865/2022-nissan-altima/,Certified Pre-Owned,"$17,990",Glacier White,Charcoal,"70,107 miles",Gas,28 city / 39 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Tallahassee, FL",Listed 42 days ago,1N4BL4BV1NN368865,P368865,0,1,Clean Title,Personal,1/3/2025
2020 Chevrolet Equinox LT with 2FL FWD,https://www.truecar.com/used-cars-for-sale/listing/2GNAXJEV7L6122190/2020-chevrolet-equinox/,Used,"$16,995",Nightfall Gray Metallic,Jet Black,"60,802 miles",Gas,26 city / 31 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Tallahassee, FL",Listed 88 days ago,2GNAXJEV7L6122190,1060210560,0,2,Clean Title,Rental,2/5/2025
2014 Ford Mustang GT Premium Convertible,https://www.truecar.com/used-cars-for-sale/listing/1ZVBP8FF0E5226853/2014-ford-mustang/,Used,"$23,621",Ingot Silver Metallic,Charcoal Black,"39,178 miles",Gas,15 city / 26 highway,,Automatic Transmission,RWD,5.0L V-8 Gas V,"Tallahassee, FL",Listed 13 days ago,1ZVBP8FF0E5226853,B12153B,0,4,Clean Title,Personal,2/5/2025
2020 Ford Expedition Platinum RWD,https://www.truecar.com/used-cars-for-sale/listing/1FMJU1LT5LEA07341/2020-ford-expedition/,Used,"$32,991",Magnetic Metallic,Medium Soft Ceramic,"85,936 miles",Gas,17 city / 23 highway,,Automatic Transmission,RWD,3.5L V-6 Gas V,"Tallahassee, FL",Listed 2 days ago,1FMJU1LT5LEA07341,A88480A,0,2,Clean Title,Personal,2/16/2025
2019 Nissan Pathfinder S FWD,https://www.truecar.com/used-cars-for-sale/listing/5N1DR2MN5KC597085/2019-nissan-pathfinder/,Used,"$17,295",Glacier White,Charcoal,"75,639 miles",Gas,20 city / 27 highway,,Automatic Transmission,FWD,3.5L V-6 Gas V,"Tallahassee, FL",Listed 9 days ago,5N1DR2MN5KC597085,1120242362,0,1,Clean Title,Personal,2/5/2025
2018 Ford Escape SE FWD,https://www.truecar.com/used-cars-for-sale/listing/1FMCU0GD3JUC27781/2018-ford-escape/,Used,"$15,790",Oxford White,Charcoal Black,"33,389 miles",Gas,23 city / 30 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Tallahassee, FL",Listed 31 days ago,1FMCU0GD3JUC27781,S767771A,0,1,Clean Title,Personal,1/18/2025
2021 Mercedes-Benz GLE 580 4MATIC,https://www.truecar.com/used-cars-for-sale/listing/4JGFB8GBXMA461986/2021-mercedes-benz-gle/,Used,"$51,900",Mojave Silver Metallic,Black,"33,699 miles",Gas,17 city / 22 highway,,Automatic Transmission,AWD,4.0L V-8 Gas V,"Tallahassee, FL",Listed 13 days ago,4JGFB8GBXMA461986,X461986,0,1,Clean Title,Personal,2/5/2025
2022 Hyundai Santa Fe SEL FWD,https://www.truecar.com/used-cars-for-sale/listing/5NMS24AJ3NH452078/2022-hyundai-santa-fe/,Used,"$19,795",Portofino Gray,Gray,"22,775 miles",Gas,25 city / 28 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Lighthouse Point, FL",Listed 12 days ago,5NMS24AJ3NH452078,PV5514B,0,1,Clean Title,Personal,2/6/2025
2022 Ford Edge Titanium,https://www.truecar.com/used-cars-for-sale/listing/2FMPK4K91NBA45526/2022-ford-edge/,Used,"$15,895",Agate Black Metallic,Ebony,"79,425 miles",Gas,21 city / 28 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Plantation, FL",Listed 13 days ago,2FMPK4K91NBA45526,M1367,0,1,Clean Title,Personal,2/5/2025
2021 Toyota RAV4 LE FWD,https://www.truecar.com/used-cars-for-sale/listing/2T3H1RFVXMW143112/2021-toyota-rav4/,Used,"$15,918",Super White,Black,"89,628 miles",Gas,27 city / 35 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Fort Lauderdale, FL",Listed 95 days ago,2T3H1RFVXMW143112,LU1043,0,2,Clean Title,Rental,1/30/2025
2018 Nissan Sentra SV CVT,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP2JY240681/2018-nissan-sentra/,Used,"$6,995",Gun Metallic,Charcoal,"101,393 miles",Gas,29 city / 37 highway,,Automatic Transmission,FWD,1.8L Inline-4 Gas Inline,"Fort Lauderdale, FL",Listed 4 days ago,3N1AB7AP2JY240681,240681,0,3,Clean Title,Mixed,2/14/2025
2015 BMW X1 xDrive28i AWD,https://www.truecar.com/used-cars-for-sale/listing/WBAVL1C54FVY35151/2015-bmw-x1/,Used,"$7,499",Midnight Blue Metallic,Beige,"77,657 miles",Gas,22 city / 32 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Hallandale Beach, FL",Listed 24 days ago,WBAVL1C54FVY35151,y35151,0,3,Clean Title,Fleet,1/25/2025
2022 Nissan LEAF SV,https://www.truecar.com/used-cars-for-sale/listing/1N4AZ1CV5NC555447/2022-nissan-leaf/,Used,"$8,755",Gun Metallic,Black,"88,699 miles",Electric,,150 mi,Automatic Transmission,FWD,L - Electric,"Plantation, FL",Listed 4 days ago,1N4AZ1CV5NC555447,CV555447,0,1,Clean Title,Personal,1/19/2025
2022 Chrysler Pacifica Touring L FWD,https://www.truecar.com/used-cars-for-sale/listing/2C4RC1BG5NR194097/2022-chrysler-pacifica/,Used,"$16,918",Ceramic Gray Clearcoat,Black/Alloy/Black,"48,912 miles",Gas,19 city / 28 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"Fort Lauderdale, FL",Listed 2 days ago,2C4RC1BG5NR194097,LU1246,0,1,Clean Title,Rental,2/16/2025
2017 Jeep Grand Cherokee Limited 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4RJFBG2HC782684/2017-jeep-grand-cherokee/,Used,"$14,395",Velvet Red Pearlcoat,Lt Frost Beige/Black,"90,617 miles",Gas,18 city / 25 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Fort Lauderdale, FL",Listed 20 days ago,1C4RJFBG2HC782684,782684,0,3,Clean Title,Fleet,1/29/2025
2015 Jeep Wrangler Sahara,https://www.truecar.com/used-cars-for-sale/listing/1C4AJWBG3FL532719/2015-jeep-wrangler/,Used,"$11,991",Bright White Clearcoat,Dark Saddle/Black,"114,345 miles",Gas,17 city / 21 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Miramar, FL",Listed 3 days ago,1C4AJWBG3FL532719,532719,0,1,Clean Title,Personal,1/8/2025
2022 Dodge Challenger GT AWD,https://www.truecar.com/used-cars-for-sale/listing/2C3CDZKG7NH234479/2022-dodge-challenger/,Used,"$16,126",Smoke Show,Black,"64,487 miles",Gas,18 city / 27 highway,,Automatic Transmission,AWD,3.6L V-6 Gas V,"Fort Lauderdale, FL",Listed 30 days ago,2C3CDZKG7NH234479,LU1195,0,1,Clean Title,Rental,1/19/2025
2022 Chrysler Pacifica Touring L FWD,https://www.truecar.com/used-cars-for-sale/listing/2C4RC1BG1NR142689/2022-chrysler-pacifica/,Used,"$14,697",Ceramic Gray Clearcoat,Black/Alloy/Black,"83,171 miles",Gas,19 city / 28 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"Miami Lakes, FL",Listed 33 days ago,2C4RC1BG1NR142689,KR4858,0,1,Clean Title,Rental,1/16/2025
2016 Ford Mustang EcoBoost Premium Fastback,https://www.truecar.com/used-cars-for-sale/listing/1FA6P8TH0G5271634/2016-ford-mustang/,Used,"$16,999",Deep Impact Blue Metallic,Ebony,"43,004 miles",Gas,22 city / 31 highway,,Automatic Transmission,RWD,2.3L Inline-4 Gas Inline,"Fort Lauderdale, FL",Listed 1 day ago,1FA6P8TH0G5271634,U271634,0,1,Clean Title,Personal,2/17/2025
2019 Kia Sorento L I4 FWD,https://www.truecar.com/used-cars-for-sale/listing/5XYPG4A3XKG604940/2019-kia-sorento/,Used,"$10,299",Everlasting Grey,Satin Black,"101,415 miles",Gas,22 city / 29 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Pompano, FL",Listed 44 days ago,5XYPG4A3XKG604940,604940,0,2,Clean Title,Personal,1/5/2025
2019 Mazda CX-5 Touring FWD,https://www.truecar.com/used-cars-for-sale/listing/JM3KFACM0K1682541/2019-mazda-cx-5/,Used,"$9,752",Eternal Blue Mica,Black,"123,399 miles",Gas,25 city / 31 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Fort Lauderdale, FL",Listed 59 days ago,JM3KFACM0K1682541,LU1148,0,2,Clean Title,Rental,12/21/2024
2016 BMW 328i xDrive Sedan (SULEV),https://www.truecar.com/used-cars-for-sale/listing/WBA8E3G5XGNT76772/2016-bmw-3-series/,Used,"$7,650",Mineral White Metallic,Coral Red/Black,"103,842 miles",Gas,22 city / 34 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Hollywood, FL",Listed 12 days ago,WBA8E3G5XGNT76772,null,0,3,Clean Title,Fleet,2/6/2025
2017 Nissan Murano 2017.5 Platinum FWD,https://www.truecar.com/used-cars-for-sale/listing/5N1AZ2MG7HN180293/2017-nissan-murano/,Used,"$13,400",Pearl White,Graphite,"79,835 miles",Gas,21 city / 28 highway,,Automatic Transmission,FWD,3.5L V-6 Gas V,"Fort Lauderdale, FL",Listed 10 days ago,5N1AZ2MG7HN180293,BM4809A,0,1,Clean Title,Personal,2/8/2025
2021 Chevrolet Equinox LT with 1LT FWD,https://www.truecar.com/used-cars-for-sale/listing/2GNAXKEV8M6127261/2021-chevrolet-equinox/,Used,"$9,430",Silver Ice Metallic,Jet Black,"114,578 miles",Gas,26 city / 31 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Hollywood, FL",Listed 38 days ago,2GNAXKEV8M6127261,null,0,2,Clean Title,Fleet,1/11/2025
2021 Nissan Kicks SR,https://www.truecar.com/used-cars-for-sale/listing/3N1CP5DVXML522805/2021-nissan-kicks/,Used,"$11,999",Boulder Gray Pearl/Super Black,Charcoal,"40,658 miles",Gas,31 city / 36 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"Miami, FL",Listed 13 days ago,3N1CP5DVXML522805,5228005,0,2,Clean Title,Fleet,2/5/2025
2017 Ford Focus Titanium Sedan,https://www.truecar.com/used-cars-for-sale/listing/1FADP3J29HL260007/2017-ford-focus/,Used,"$6,995",Shadow Black,Charcoal Black,"110,962 miles",Gas,26 city / 36 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Fort Lauderdale, FL",Listed 19 days ago,1FADP3J29HL260007,2260007,0,2,Clean Title,Fleet,1/30/2025
2021 Mitsubishi Mirage ES Hatchback CVT,https://www.truecar.com/used-cars-for-sale/listing/ML32AUHJ7MH010898/2021-mitsubishi-mirage/,Used,"$7,897",Silver,Black,"62,043 miles",Gas,36 city / 43 highway,,Automatic Transmission,FWD,1.2L Inline-3 Gas Inline,"Miami Lakes, FL",Listed 118 days ago,ML32AUHJ7MH010898,MR4431,0,1,Clean Title,Rental,1/6/2025
2019 Jeep Cherokee Latitude FWD,https://www.truecar.com/used-cars-for-sale/listing/1C4PJLCB1KD479521/2019-jeep-cherokee/,Used,"$12,852",Bright White Clearcoat,Black,"37,596 miles",Gas,22 city / 31 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Fort Lauderdale, FL",Listed 66 days ago,1C4PJLCB1KD479521,LU1136,0,2,Clean Title,Fleet,12/27/2024
2016 Dodge Grand Caravan SE Plus,https://www.truecar.com/used-cars-for-sale/listing/2C4RDGBG6GR350702/2016-dodge-grand-caravan/,Used,"$7,877",Granite Crystal Metallic Clearcoat,Black,"97,427 miles",Gas,17 city / 25 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"Plantation, FL",Listed 21 days ago,2C4RDGBG6GR350702,350702,0,1,Clean Title,Fleet,1/28/2025
